Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,physiotype,library
GO_Biological_Process_2021,negative regulation of cellular process (GO:0048523),5/566,0.6716491153399472,0.760506844334808,0,0,0.8793363499245852,0.3499927721757635,ADGRG1;AGR2;PLXNB3;FOXP3;TNFRSF21,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of protein serine/threonine kinase activity (GO:0071900),1/111,0.6732890175997336,0.760506844334808,0,0,0.8994974874371859,0.3558237511616551,LTF,1,GO_Biological_Process_2021
GO_Biological_Process_2021,Fc-epsilon receptor signaling pathway (GO:0038095),1/111,0.6732890175997336,0.760506844334808,0,0,0.8994974874371859,0.3558237511616551,CARD11,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of Wnt signaling pathway (GO:0030111),1/111,0.6732890175997336,0.760506844334808,0,0,0.8994974874371859,0.3558237511616551,FOXP3,1,GO_Biological_Process_2021
GO_Biological_Process_2021,apoptotic process (GO:0006915),2/231,0.6746907426925027,0.7611686371609492,0,0,0.863261435313837,0.3396941103556566,LTA;TNFRSF21,1,GO_Biological_Process_2021
GO_Biological_Process_2021,Fc receptor signaling pathway (GO:0038093),1/112,0.6765743473112501,0.7623718188905753,0,0,0.8913486350672281,0.3482614435144341,CARD11,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of metabolic process (GO:0009893),1/113,0.6798268039735822,0.7651126756421619,0,0,0.8833452979181622,0.3408981557475202,LCN2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of cell motility (GO:2000146),1/114,0.683046714602197,0.7659646451007811,0,0,0.8754836127540356,0.3337273716848506,PLXNB3,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of cellular component organization (GO:0051130),1/114,0.683046714602197,0.7659646451007811,0,0,0.8754836127540356,0.3337273716848506,CCL19,1,GO_Biological_Process_2021
GO_Biological_Process_2021,response to lipid (GO:0033993),1/114,0.683046714602197,0.7659646451007811,0,0,0.8754836127540356,0.3337273716848506,CYP24A1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,calcium ion transport (GO:0006816),1/115,0.6862344035181568,0.7686154843726775,0,0,0.8677598518910341,0.326742835332831,MS4A1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of protein-containing complex assembly (GO:0043254),1/116,0.6893901914288371,0.7703006570097065,0,0,0.8601704173039109,0.3199385396662478,FBLIM1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of angiogenesis (GO:0045766),1/116,0.6893901914288371,0.7703006570097065,0,0,0.8601704173039109,0.3199385396662478,ADM2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of cell projection organization (GO:0031346),1/117,0.692514396042861,0.7728659467798915,0,0,0.8527118350372552,0.3133087141185804,PLXNB3,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of cellular response to stress (GO:0080135),1/118,0.6956073317848006,0.7744649648630297,0,0,0.845380749903363,0.3068478138715934,MANF,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of protein-containing complex assembly (GO:0031334),1/118,0.6956073317848006,0.7744649648630297,0,0,0.845380749903363,0.3068478138715934,CXCL13,1,GO_Biological_Process_2021
GO_Biological_Process_2021,membrane organization (GO:0061024),2/242,0.6992740996180559,0.7776194695395067,0,0,0.8232323232323232,0.294480478051793,MX2;ATP10B,1,GO_Biological_Process_2021
GO_Biological_Process_2021,protein homooligomerization (GO:0051260),1/121,0.7047016248848418,0.7827221619256636,0,0,0.8241206030150754,0.2884263820632575,CARD11,1,GO_Biological_Process_2021
GO_Biological_Process_2021,potassium ion transport (GO:0006813),1/122,0.7076725687660174,0.7843250301737528,0,0,0.8172681589767017,0.2825898889623316,KCNQ3,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of DNA-binding transcription factor activity (GO:0051091),2/246,0.7078260186562699,0.7843250301737528,0,0,0.8095711210465308,0.2797529288928009,CARD11;LTF,1,GO_Biological_Process_2021
GO_Biological_Process_2021,cellular response to organic substance (GO:0071310),1/123,0.7106137702230504,0.7855481606849597,0,0,0.8105280500864981,0.2768976317492876,CCR7,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of epithelial cell proliferation (GO:0050679),1/123,0.7106137702230504,0.7855481606849597,0,0,0.8105280500864981,0.2768976317492876,PLXNB3,1,GO_Biological_Process_2021
GO_Biological_Process_2021,neutrophil degranulation (GO:0043312),4/481,0.7119787105857919,0.786125605889401,0,0,0.8267231420870235,0.2808438607181532,AOC1;CEACAM6;LCN2;LTF,1,GO_Biological_Process_2021
GO_Biological_Process_2021,neutrophil activation involved in immune response (GO:0002283),4/485,0.7180374334993559,0.7913576926172304,0,0,0.8196783911069625,0.2715050042464149,AOC1;CEACAM6;LCN2;LTF,1,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of growth (GO:0045926),1/126,0.7192618685309876,0.7913576926172304,0,0,0.7909547738693468,0.2606431490060761,TMPRSS4,1,GO_Biological_Process_2021
GO_Biological_Process_2021,circulatory system development (GO:0072359),1/126,0.7192618685309876,0.7913576926172304,0,0,0.7909547738693468,0.2606431490060761,STRA6,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of protein phosphorylation (GO:0001934),3/371,0.7203889928309444,0.7916642288707552,0,0,0.8041271242551313,0.2637247039871125,LIF;CCR7;CCL19,1,GO_Biological_Process_2021
GO_Biological_Process_2021,neutrophil mediated immunity (GO:0002446),4/488,0.7225200862663327,0.7930720476311628,0,0,0.8144712430426716,0.26471134620234,AOC1;CEACAM6;LCN2;LTF,1,GO_Biological_Process_2021
GO_Biological_Process_2021,muscle contraction (GO:0006936),1/129,0.7276527766729426,0.7977673803006528,0,0,0.7722989949748744,0.2455380232172469,MYBPC2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of cell differentiation (GO:0045597),2/258,0.7322754738954486,0.8018932126108609,0,0,0.77114898989899,0.2402888726601692,SERPINF2;LTF,1,GO_Biological_Process_2021
GO_Biological_Process_2021,protein localization to plasma membrane (GO:0072659),1/136,0.7462737148219287,0.8153084027270018,0,0,0.7319932998324958,0.2142272351530403,ATP1B1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of inflammatory response to antigenic stimulus (GO:0002862),1/136,0.7462737148219287,0.8153084027270018,0,0,0.7319932998324958,0.2142272351530403,ADM2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of inflammatory response to antigenic stimulus (GO:0002861),1/137,0.7488283343138599,0.8168752162089586,0,0,0.7265740467041087,0.210158284256341,ADM2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of signal transduction (GO:0009968),2/267,0.7494589336279407,0.8168752162089586,0,0,0.7446159710310654,0.2147500418036741,SMPDL3B;LTF,1,GO_Biological_Process_2021
GO_Biological_Process_2021,central nervous system development (GO:0007417),2/268,0.7513088273379281,0.8179359812208715,0,0,0.7417786891471102,0.2121030784801347,ADGRG1;MARCKSL1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of cellular component organization (GO:0051128),1/139,0.7538610468365632,0.819757991490109,0,0,0.715971160148569,0.202295658016559,CD22,1,GO_Biological_Process_2021
GO_Biological_Process_2021,protein localization to cell periphery (GO:1990778),1/140,0.7563396476796467,0.8214957989349364,0,0,0.7107841365098876,0.1984969430102926,ATP1B1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of small GTPase mediated signal transduction (GO:0051056),1/141,0.758793412472914,0.8232026207409637,0,0,0.7056712132089017,0.1947834064490234,ARHGAP40,1,GO_Biological_Process_2021
GO_Biological_Process_2021,Ras protein signal transduction (GO:0007265),1/142,0.7612225890637079,0.8236582486286729,0,0,0.7006308136426815,0.1911527324338831,ADGRG1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,chromatin organization (GO:0006325),1/142,0.7612225890637079,0.8236582486286729,0,0,0.7006308136426815,0.1911527324338831,FOXP3,1,GO_Biological_Process_2021
GO_Biological_Process_2021,inorganic cation transmembrane transport (GO:0098662),2/274,0.762164086287342,0.8236582486286729,0,0,0.7251931075460487,0.1969576690898598,KCNQ3;ATP1B1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,receptor-mediated endocytosis (GO:0006898),1/143,0.76362742236206,0.8236582486286729,0,0,0.6956614056196475,0.1876026814442347,MX2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of DNA-binding transcription factor activity (GO:0043433),1/143,0.76362742236206,0.8236582486286729,0,0,0.6956614056196475,0.1876026814442347,FOXP3,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of cell migration (GO:0030334),3/408,0.7778563172562745,0.838036886836148,0,0,0.7292724196277496,0.1832030434777085,CEACAM6;PLXNB3;FUT3,1,GO_Biological_Process_2021
GO_Biological_Process_2021,brain development (GO:0007420),1/150,0.7797997353776313,0.8381948768517627,0,0,0.6627432464335098,0.164836268730291,ADGRG1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,cellular response to organic cyclic compound (GO:0071407),1/150,0.7797997353776313,0.8381948768517627,0,0,0.6627432464335098,0.164836268730291,AOC1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of programmed cell death (GO:0043068),2/286,0.7826525179384374,0.8402932097083569,0,0,0.694124342011666,0.1701065983904068,FCER2;SPDEF,1,GO_Biological_Process_2021
GO_Biological_Process_2021,actin filament organization (GO:0007015),1/152,0.7842147458452606,0.8410027101995726,0,0,0.6538986322340178,0.1589447004917271,MARCKSL1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,peptidyl-serine phosphorylation (GO:0018105),1/156,0.7927822517353202,0.8492145130528745,0,0,0.6368941481601557,0.1478910775849179,SBK1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,cellular response to starvation (GO:0009267),1/158,0.7969382105229577,0.85171059612591,0,0,0.6287168325704958,0.1427049714417737,AOC1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,skeletal system development (GO:0001501),1/158,0.7969382105229577,0.85171059612591,0,0,0.6287168325704958,0.1427049714417737,COL10A1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of transcription by RNA polymerase II (GO:0045944),7/908,0.8080889679917623,0.8625344843918236,0,0,0.7607724290224448,0.1621077609768773,SPIB;POU2AF1;SERPINF2;LIF;FOXP3;ETV4;BARX2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,heart development (GO:0007507),1/164,0.8089149773235216,0.8625344843918236,0,0,0.6053889077288281,0.128379657736663,STRA6,1,GO_Biological_Process_2021
GO_Biological_Process_2021,cellular protein modification process (GO:0006464),8/1025,0.8099087828018386,0.8626083268882596,0,0,0.769542772861357,0.1622455127739094,FUT6;ST6GALNAC1;B3GNT6;GOLM1;ADM2;B3GNT3;FUT2;LOXL1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,chemical synaptic transmission (GO:0007268),2/306,0.813381380876817,0.8653190745245954,0,0,0.6477937267410951,0.1338051474066782,KCNQ3;SLC1A4,1,GO_Biological_Process_2021
GO_Biological_Process_2021,peptidyl-serine modification (GO:0018209),1/169,0.8183567646763946,0.8696205711196767,0,0,0.5872218234027279,0.1177126632932345,SBK1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,cation transport (GO:0006812),1/174,0.8273342321436886,0.87816022592726,0,0,0.5701048595579051,0.1080613895941531,ATP1B1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,mitochondrion organization (GO:0007005),1/175,0.8290760267785648,0.8790090147550012,0,0,0.5667995148154565,0.1062428389619336,MX2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of translation (GO:0006417),1/178,0.8341972043024418,0.8834347237391355,0,0,0.5571075717570906,0.1009954960513889,ENC1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of cellular biosynthetic process (GO:0031328),1/180,0.8375262086141492,0.8859545948265319,0,0,0.5508267594958031,0.0976630837566713,CCL19,1,GO_Biological_Process_2021
GO_Biological_Process_2021,protein localization to membrane (GO:0072657),1/195,0.8604625122844586,0.9091863238520947,0,0,0.5078485209552919,0.0763221314305349,ATP1B1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of multicellular organismal process (GO:0051240),2/345,0.8623889482892236,0.9101910506265224,0,0,0.5729893689077362,0.0848304423250972,LCN2;ETV4,1,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of intracellular signal transduction (GO:1902532),1/198,0.8646474640160556,0.9115435976576044,0,0,0.5000382623778793,0.0727222702154346,CD22,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of apoptotic process (GO:0042981),5/742,0.8681262072300194,0.9141780489228084,0,0,0.663222349789514,0.0937916942314465,FCMR;CEACAM5;CD27;SPDEF;LTF,1,GO_Biological_Process_2021
GO_Biological_Process_2021,generation of neurons (GO:0048699),1/202,0.8700337449207012,0.9151538714893058,0,0,0.489987249681242,0.0682176324608558,ITM2C,1,GO_Biological_Process_2021
GO_Biological_Process_2021,proteasomal protein catabolic process (GO:0010498),1/205,0.8739329998369425,0.9182201450989496,0,0,0.4827076559266923,0.065045612310389,ENC1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of inflammatory response (GO:0050727),1/206,0.875206707312448,0.9185240246597458,0,0,0.4803284716264248,0.064025471811619,SMPDL3B,1,GO_Biological_Process_2021
GO_Biological_Process_2021,protein phosphorylation (GO:0006468),3/496,0.8763872671224144,0.9187295732867558,0,0,0.5963797736843731,0.0786906412627657,BLK;SBK1;ADM2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,phosphate-containing compound metabolic process (GO:0006796),1/212,0.8825844796760208,0.924187788482298,0,0,0.4665269475338779,0.0582695736095748,PLPP2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of multicellular organismal process (GO:0051241),1/214,0.8849459769149011,0.9256217449121106,0,0,0.4620992285370514,0.0564817782115859,FOXP3,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of cell growth (GO:0001558),1/217,0.8883998988689175,0.9281938473064948,0,0,0.4556113902847571,0.0539139996930819,SLC44A4,1,GO_Biological_Process_2021
GO_Biological_Process_2021,"transcription, DNA-templated (GO:0006351)",1/221,0.8928451496713368,0.931794770294583,0,0,0.4472361809045226,0.0506906958849928,PAX5,1,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of cell population proliferation (GO:0008285),2/379,0.8952205959760556,0.93322996206219,0,0,0.5204029686788307,0.0576008625004347,ADGRG1;FOXP3,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of macromolecule metabolic process (GO:0010604),2/384,0.8993873416769104,0.936333118785252,0,0,0.5134591993230737,0.0544479728668411,ADM2;AGR2,1,GO_Biological_Process_2021
GO_Biological_Process_2021,cilium organization (GO:0044782),1/228,0.9002045097002905,0.936333118785252,0,0,0.4332897970026343,0.0455531898856198,UBXN10,1,GO_Biological_Process_2021
GO_Biological_Process_2021,axonogenesis (GO:0007409),1/240,0.911669143034964,0.9461904665379968,0,0,0.4112823531885368,0.0380346255936602,VSTM2L,1,GO_Biological_Process_2021
GO_Biological_Process_2021,phosphorylation (GO:0016310),2/400,0.911709785013568,0.9461904665379968,0,0,0.4924115527130602,0.0455153516879865,ADM2;DGKA,1,GO_Biological_Process_2021
GO_Biological_Process_2021,anterograde trans-synaptic signaling (GO:0098916),1/244,0.915191548398542,0.9487485718398218,0,0,0.404429555183324,0.0358413128074068,KCNQ3,1,GO_Biological_Process_2021
GO_Biological_Process_2021,protein modification by small protein conjugation (GO:0032446),2/409,0.9180076918680656,0.9506117386380746,0,0,0.4812994812994813,0.041174934526358,ENC1;RNF39,1,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of gene expression (GO:0010468),7/1079,0.919266100856057,0.9508595034353672,0,0,0.6336323563529502,0.0533389460230615,ADM2;TMPRSS4;AGR2;RNF39;ATP1B1;FOXP3;LTF,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of signal transduction (GO:0009967),1/252,0.921822498998488,0.9524478311911286,0,0,0.3913792067909267,0.0318592816194369,CD180,1,GO_Biological_Process_2021
GO_Biological_Process_2021,cellular component assembly (GO:0022607),1/261,0.92866746518439,0.9584587887356592,0,0,0.3776575183610359,0.0279483760059464,FBLIM1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,protein-containing complex assembly (GO:0065003),1/267,0.9328960361865728,0.9617591179691408,0,0,0.3690255790229342,0.0256330754014875,MZB1,1,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of cell migration (GO:0030335),1/269,0.934249374162972,0.9620912429294184,0,0,0.3662341558538963,0.024908273642412,CEACAM6,1,GO_Biological_Process_2021
